"month","neer","dln_neer"
"2015-03",103.5704,-3.06173965432643
"2015-04",102.2163,-1.31604184695924
"2015-05",104.4039,2.11758748266737
"2015-06",105.6567,1.19281279213848
"2015-07",104.686,-0.922976543550735
"2015-08",107.5666,2.71447970604051
"2015-09",109.175,1.4841908752695
"2015-10",108.6254,-0.504683339929279
"2015-11",105.4445,-2.97205178283724
"2015-12",107.499,1.92967970549098
"2016-01",109.3167,1.67676287972505
"2016-02",110.8257,1.37095228794308
"2016-03",109.6255,-1.08886851901842
"2016-04",110.4229,0.724752818374341
"2016-05",110.7843,0.326752765323768
"2016-06",110.2989,-0.439111411407023
"2016-07",110.0919,-0.187848186829864
"2016-08",110.6422,0.498609992830623
"2016-09",110.8717,0.20721054716244
"2016-10",110.6575,-0.193383144753501
"2016-11",110.1027,-0.502627890366458
"2016-12",108.8816,-1.11525132763219
"2017-01",109.3173,0.399360930855686
"2017-02",108.5321,-0.720868086159943
"2017-03",108.9577,0.391375175533604
"2017-04",108.5957,-0.332792164220486
"2017-05",110.9128,2.11124951202137
"2017-06",111.95,0.930803605207409
"2017-07",113.8614,1.69295762044408
"2017-08",115.7815,1.67228749231887
"2017-09",115.8257,0.0381680712314925
"2017-10",115.5383,-0.248439815896173
"2017-11",115.7038,0.143140049547963
"2017-12",116.0581,0.305745056456441
"2018-01",117.0294,0.833425749720007
"2018-02",117.5632,0.455087604017024
"2018-03",117.8108,0.210388650683679
"2018-04",117.8829,0.0611811026336007
"2018-05",116.4559,-1.21790982877554
"2018-06",116.3506,-0.0904613979255231
"2018-07",117.623,1.08765479835666
"2018-08",118.0637,0.373971474517809
"2018-09",119.3581,1.0903908780123
"2018-10",118.0513,-1.10089423443727
"2018-11",117.0056,-0.889747885360759
"2018-12",117.1751,0.144760033256031
"2019-01",116.5491,-0.535675378854172
"2019-02",115.8575,-0.595165577482426
"2019-03",115.3765,-0.416029384747851
"2019-04",115.2003,-0.152834139686053
"2019-05",115.9362,0.636768737581761
"2019-06",116.4102,0.408012052324835
"2019-07",115.5406,-0.749817697774535
"2019-08",116.4025,0.743202938353882
"2019-09",115.4531,-0.818962583907012
"2019-10",115.4561,0.00259842396932441
"2019-11",114.8492,-0.527040762701514
"2019-12",114.8844,0.0306441898576537
"2020-01",114.3584,-0.458902895178426
"2020-02",113.6783,-0.596484703086197
"2020-03",117.8565,3.60952532995729
"2020-04",117.511,-0.293583649534668
"2020-05",117.5594,0.0411791537207051
"2020-06",119.1639,1.35561186523248
"2020-07",120.3949,1.02773167603525
"2020-08",122.5246,1.75346529768383
"2020-09",122.4811,-0.0355093783181992
"2020-10",122.3823,-0.0806980588864192
"2020-11",121.5969,-0.643827599231539
"2020-12",122.9801,1.13110778792898
"2021-01",122.4164,-0.4594205634457
"2021-02",121.5427,-0.716270666175056
"2021-03",121.299,-0.200706947619445
"2021-04",121.9698,0.55149012133846
"2021-05",122.3253,0.291041654899526
"2021-06",121.5542,-0.632363580853834
"2021-07",120.8401,-0.589206978810175
"2021-08",120.3791,-0.38222542919728
"2021-09",120.366,-0.0108828798699889
"2021-10",119.4168,-0.791720638972748
"2021-11",118.6707,-0.626746420791768
"2021-12",118.846,0.147610700072853
"2022-01",118.3943,-0.38079579719339
"2022-02",118.6969,0.25526056159535
"2022-03",117.7244,-0.82268855219656
"2022-04",116.1321,-1.3617963216336
"2022-05",116.2312,0.085297468239176
"2022-06",116.7086,0.409891884860425
"2022-07",114.6749,-1.75790613545965
"2022-08",114.1211,-0.48410031778463
"2022-09",114.404,0.247587809403971
"2022-10",115.2906,0.771985412941945
"2022-11",117.129,1.58199940241079
"2022-12",119.058,1.63348778082426
"2023-01",119.6384,0.486309088745696
"2023-02",119.6668,0.0237353807049701
"2023-03",120.0404,0.311713876353004
"2023-04",121.7308,1.39836965321685
"2023-05",121.1906,-0.44475364496952
"2023-06",122.0005,0.666063021383412
"2023-07",123.921,1.56191227129403
"2023-08",123.8506,-0.0568265304776716
"2023-09",123.0566,-0.64315883619761
"2023-10",122.6146,-0.359830925978777
"2023-11",123.5936,0.795266087577406
"2023-12",123.4016,-0.155468639611467
"2024-01",123.8543,0.366179739974193
