"country","month","ip_index","ip_gr_yoy"
"Czechia","2010-11",90.3,11.34401972873
"Czechia","2010-12",89.1,7.73881499395404
"Czechia","2011-01",92.2,12.4390243902439
"Czechia","2011-02",91,11.1111111111111
"Czechia","2011-03",90.6,6.83962264150944
"Czechia","2011-04",91,6.06060606060606
"Czechia","2011-05",92.9,9.55188679245285
"Czechia","2011-06",92.2,6.3437139561707
"Czechia","2011-07",90.8,4.24799081515499
"Czechia","2011-08",91.5,2.6936026936027
"Czechia","2011-09",91.3,0.550660792951541
"Czechia","2011-10",91.9,1.21145374449341
"Czechia","2011-11",94.5,4.65116279069768
"Czechia","2011-12",93.3,4.71380471380471
"Czechia","2012-01",92.2,0
"Czechia","2012-02",93.3,2.52747252747252
"Czechia","2012-03",92.4,1.98675496688743
"Czechia","2012-04",92.3,1.42857142857142
"Czechia","2012-05",92.5,-0.430570505920347
"Czechia","2012-06",92.3,0.108459869848154
"Czechia","2012-07",92.4,1.76211453744495
"Czechia","2012-08",89.7,-1.9672131147541
"Czechia","2012-09",90.2,-1.20481927710843
"Czechia","2012-10",88.8,-3.37323177366704
"Czechia","2012-11",88.1,-6.77248677248677
"Czechia","2012-12",89.2,-4.39442658092175
"Czechia","2013-01",87.4,-5.20607375271149
"Czechia","2013-02",88.7,-4.93033226152196
"Czechia","2013-03",87.9,-4.87012987012987
"Czechia","2013-04",89.5,-3.03358613217768
"Czechia","2013-05",90,-2.7027027027027
"Czechia","2013-06",90.7,-1.73347778981581
"Czechia","2013-07",92.7,0.324675324675328
"Czechia","2013-08",93.7,4.4593088071349
"Czechia","2013-09",91.9,1.88470066518847
"Czechia","2013-10",93.6,5.40540540540539
"Czechia","2013-11",93.2,5.78887627695801
"Czechia","2013-12",94.5,5.94170403587444
"Czechia","2014-01",92.6,5.94965675057206
"Czechia","2014-02",94.3,6.31341600901916
"Czechia","2014-03",95.6,8.75995449374287
"Czechia","2014-04",95.7,6.92737430167598
"Czechia","2014-05",94.7,5.22222222222222
"Czechia","2014-06",95.4,5.18191841234841
"Czechia","2014-07",95.2,2.69687162891046
"Czechia","2014-08",95.8,2.24119530416222
"Czechia","2014-09",97.1,5.65832426550597
"Czechia","2014-10",96.8,3.41880341880343
"Czechia","2014-11",97.5,4.6137339055794
"Czechia","2014-12",98.9,4.65608465608467
"Czechia","2015-01",97.7,5.50755939524838
"Czechia","2015-02",98.8,4.77200424178155
"Czechia","2015-03",99.4,3.97489539748954
"Czechia","2015-04",100.3,4.80668756530824
"Czechia","2015-05",99.9,5.49102428722281
"Czechia","2015-06",100.3,5.13626834381551
"Czechia","2015-07",103,8.19327731092436
"Czechia","2015-08",100.9,5.32359081419624
"Czechia","2015-09",100,2.98661174047374
"Czechia","2015-10",102.4,5.78512396694215
"Czechia","2015-11",99.9,2.46153846153847
"Czechia","2015-12",99.2,0.303336703741142
"Czechia","2016-01",102.2,4.60593654042989
"Czechia","2016-02",104.2,5.46558704453441
"Czechia","2016-03",102.8,3.42052313883299
"Czechia","2016-04",102.7,2.39282153539382
"Czechia","2016-05",100.8,0.900900900900892
"Czechia","2016-06",104.4,4.08773678963112
"Czechia","2016-07",101.6,-1.35922330097088
"Czechia","2016-08",104,3.07234886025767
"Czechia","2016-09",102.9,2.90000000000001
"Czechia","2016-10",104.2,1.7578125
"Czechia","2016-11",104.5,4.60460460460459
"Czechia","2016-12",103.6,4.43548387096773
"Czechia","2017-01",107,4.69667318982387
"Czechia","2017-02",107.9,3.55086372360844
"Czechia","2017-03",107.9,4.96108949416343
"Czechia","2017-04",110.6,7.69230769230769
"Czechia","2017-05",112.9,12.0039682539683
"Czechia","2017-06",108.6,4.02298850574712
"Czechia","2017-07",107.8,6.10236220472442
"Czechia","2017-08",110.8,6.53846153846154
"Czechia","2017-09",111.3,8.16326530612244
"Czechia","2017-10",109.8,5.37428023032629
"Czechia","2017-11",112.9,8.03827751196173
"Czechia","2017-12",113.8,9.84555984555986
"Czechia","2018-01",113.7,6.26168224299066
"Czechia","2018-02",111.2,3.05838739573678
"Czechia","2018-03",112.5,4.26320667284523
"Czechia","2018-04",110.5,-0.0904159132007143
"Czechia","2018-05",114,0.974313551815764
"Czechia","2018-06",116,6.81399631675876
"Czechia","2018-07",115.5,7.14285714285714
"Czechia","2018-08",113,1.98555956678701
"Czechia","2018-09",114.2,2.60557053009884
"Czechia","2018-10",113,2.9143897996357
"Czechia","2018-11",114.4,1.32860938883967
"Czechia","2018-12",114.3,0.439367311072059
"Czechia","2019-01",113.1,-0.527704485488134
"Czechia","2019-02",113.3,1.88848920863309
"Czechia","2019-03",113.7,1.06666666666666
"Czechia","2019-04",115,4.07239819004526
"Czechia","2019-05",117.8,3.33333333333332
"Czechia","2019-06",112.4,-3.10344827586206
"Czechia","2019-07",112.2,-2.85714285714286
"Czechia","2019-08",112.6,-0.353982300884959
"Czechia","2019-09",112.8,-1.22591943957969
"Czechia","2019-10",112.8,-0.176991150442485
"Czechia","2019-11",111,-2.97202797202798
"Czechia","2019-12",110.5,-3.32458442694663
"Czechia","2020-01",112.4,-0.61892130857647
"Czechia","2020-02",113.7,0.353045013239184
"Czechia","2020-03",99.9,-12.1372031662269
"Czechia","2020-04",75.8,-34.0869565217391
"Czechia","2020-05",89.6,-23.9388794567063
"Czechia","2020-06",101.5,-9.69750889679716
"Czechia","2020-07",106.9,-4.72370766488414
"Czechia","2020-08",110,-2.30905861456483
"Czechia","2020-09",111.4,-1.24113475177304
"Czechia","2020-10",114.5,1.50709219858156
"Czechia","2020-11",113.5,2.25225225225225
"Czechia","2020-12",113.8,2.9864253393665
"Czechia","2021-01",112.2,-0.177935943060503
"Czechia","2021-02",110.8,-2.55057167985928
"Czechia","2021-03",113.8,13.9139139139139
"Czechia","2021-04",116.1,53.1662269129288
"Czechia","2021-05",111.7,24.6651785714286
"Czechia","2021-06",111.9,10.2463054187192
"Czechia","2021-07",113.4,6.08044901777363
"Czechia","2021-08",110.3,0.272727272727269
"Czechia","2021-09",107.3,-3.68043087971276
"Czechia","2021-10",108.2,-5.50218340611354
"Czechia","2021-11",114.5,0.881057268722474
"Czechia","2021-12",111,-2.46045694200351
"Czechia","2022-01",115.2,2.67379679144386
"Czechia","2022-02",111.5,0.631768953068601
"Czechia","2022-03",113.5,-0.263620386643226
"Czechia","2022-04",112.6,-3.01464254952627
"Czechia","2022-05",114.3,2.32766338406445
"Czechia","2022-06",116.2,3.84271671134941
"Czechia","2022-07",116.1,2.38095238095237
"Czechia","2022-08",116.7,5.80235720761559
"Czechia","2022-09",117.2,9.2264678471575
"Czechia","2022-10",112.6,4.06654343807762
"Czechia","2022-11",116.3,1.57205240174672
"Czechia","2022-12",116.5,4.95495495495495
"Czechia","2023-01",113.1,-1.82291666666667
"Czechia","2023-02",114,2.24215246636772
"Czechia","2023-03",116.1,2.29074889867842
"Czechia","2023-04",114.2,1.42095914742453
"Czechia","2023-05",114.7,0.349956255468076
"Czechia","2023-06",116.5,0.258175559380369
"Czechia","2023-07",113.2,-2.49784668389319
"Czechia","2023-08",113.2,-2.99914310197087
"Czechia","2023-09",111.6,-4.77815699658704
"Czechia","2023-10",114.9,2.04262877442274
"Czechia","2023-11",113.2,-2.66552020636285
"Czechia","2023-12",116.4,-0.0858369098712397
"Czechia","2024-01",NA,NA
"Czechia","2024-02",NA,NA
"Czechia","2024-03",NA,NA
"Czechia","2024-04",NA,NA
"Czechia","2024-05",NA,NA
"Czechia","2024-06",NA,NA
"Czechia","2024-07",NA,NA
"Czechia","2024-08",NA,NA
"Czechia","2024-09",NA,NA
"Czechia","2024-10",NA,NA
"Czechia","2024-11",NA,NA
"Czechia","2024-12",NA,NA
"Czechia","2025-01",NA,NA
"Czechia","2025-02",NA,NA
"Czechia","2025-03",NA,NA
"Czechia","2025-04",NA,NA
"Czechia","2025-05",NA,NA
"Czechia","2025-06",NA,NA
"Czechia","2025-07",NA,NA
"Czechia","2025-08",NA,NA
"Czechia","2025-09",NA,NA
"Czechia","2025-10",NA,NA
"Czechia","2025-11",NA,NA
"Czechia","2025-12",NA,NA
"Czechia","2026-01",NA,NA
"Denmark","1953-01",NA,NA
"Denmark","1953-02",NA,NA
"Denmark","1953-03",NA,NA
"Denmark","1953-04",NA,NA
"Denmark","1953-05",NA,NA
"Denmark","1953-06",NA,NA
"Denmark","1953-07",NA,NA
"Denmark","1953-08",NA,NA
"Denmark","1953-09",NA,NA
"Denmark","1953-10",NA,NA
"Denmark","1953-11",NA,NA
"Denmark","1953-12",NA,NA
"Denmark","1954-01",NA,NA
"Denmark","1954-02",NA,NA
"Denmark","1954-03",NA,NA
"Denmark","1954-04",NA,NA
"Denmark","1954-05",NA,NA
"Denmark","1954-06",NA,NA
"Denmark","1954-07",NA,NA
"Denmark","1954-08",NA,NA
"Denmark","1954-09",NA,NA
"Denmark","1954-10",NA,NA
"Denmark","1954-11",NA,NA
"Denmark","1954-12",NA,NA
"Denmark","1955-01",NA,NA
"Denmark","1955-02",NA,NA
"Denmark","1955-03",NA,NA
"Denmark","1955-04",NA,NA
"Denmark","1955-05",NA,NA
"Denmark","1955-06",NA,NA
"Denmark","1955-07",NA,NA
"Denmark","1955-08",NA,NA
"Denmark","1955-09",NA,NA
"Denmark","1955-10",NA,NA
"Denmark","1955-11",NA,NA
"Denmark","1955-12",NA,NA
"Denmark","1956-01",NA,NA
"Denmark","1956-02",NA,NA
"Denmark","1956-03",NA,NA
"Denmark","1956-04",NA,NA
"Denmark","1956-05",NA,NA
"Denmark","1956-06",NA,NA
"Denmark","1956-07",NA,NA
"Denmark","1956-08",NA,NA
"Denmark","1956-09",NA,NA
"Denmark","1956-10",NA,NA
"Denmark","1956-11",NA,NA
"Denmark","1956-12",NA,NA
"Denmark","1957-01",NA,NA
"Denmark","1957-02",NA,NA
"Denmark","1957-03",NA,NA
"Denmark","1957-04",NA,NA
"Denmark","1957-05",NA,NA
"Denmark","1957-06",NA,NA
"Denmark","1957-07",NA,NA
"Denmark","1957-08",NA,NA
"Denmark","1957-09",NA,NA
"Denmark","1957-10",NA,NA
"Denmark","1957-11",NA,NA
"Denmark","1957-12",NA,NA
"Denmark","1958-01",NA,NA
"Denmark","1958-02",NA,NA
"Denmark","1958-03",NA,NA
"Denmark","1958-04",NA,NA
"Denmark","1958-05",NA,NA
"Denmark","1958-06",NA,NA
"Denmark","1958-07",NA,NA
"Denmark","1958-08",NA,NA
"Denmark","1958-09",NA,NA
"Denmark","1958-10",NA,NA
"Denmark","1958-11",NA,NA
"Denmark","1958-12",NA,NA
"Denmark","1959-01",NA,NA
"Denmark","1959-02",NA,NA
"Denmark","1959-03",NA,NA
"Denmark","1959-04",NA,NA
"Denmark","1959-05",NA,NA
"Denmark","1959-06",NA,NA
"Denmark","1959-07",NA,NA
"Denmark","1959-08",NA,NA
"Denmark","1959-09",NA,NA
"Denmark","1959-10",NA,NA
"Denmark","1959-11",NA,NA
"Denmark","1959-12",NA,NA
"Denmark","1960-01",NA,NA
"Denmark","1960-02",NA,NA
"Denmark","1960-03",NA,NA
"Denmark","1960-04",NA,NA
"Denmark","1960-05",NA,NA
"Denmark","1960-06",NA,NA
"Denmark","1960-07",NA,NA
"Denmark","1960-08",NA,NA
"Denmark","1960-09",NA,NA
"Denmark","1960-10",NA,NA
"Denmark","1960-11",NA,NA
"Denmark","1960-12",NA,NA
"Denmark","1961-01",NA,NA
"Denmark","1961-02",NA,NA
"Denmark","1961-03",NA,NA
"Denmark","1961-04",NA,NA
"Denmark","1961-05",NA,NA
"Denmark","1961-06",NA,NA
"Denmark","1961-07",NA,NA
"Denmark","1961-08",NA,NA
"Denmark","1961-09",NA,NA
"Denmark","1961-10",NA,NA
"Denmark","1961-11",NA,NA
"Denmark","1961-12",NA,NA
"Denmark","1962-01",NA,NA
"Denmark","1962-02",NA,NA
"Denmark","1962-03",NA,NA
"Denmark","1962-04",NA,NA
"Denmark","1962-05",NA,NA
"Denmark","1962-06",NA,NA
"Denmark","1962-07",NA,NA
"Denmark","1962-08",NA,NA
"Denmark","1962-09",NA,NA
"Denmark","1962-10",NA,NA
"Denmark","1962-11",NA,NA
"Denmark","1962-12",NA,NA
"Denmark","1963-01",NA,NA
"Denmark","1963-02",NA,NA
"Denmark","1963-03",NA,NA
"Denmark","1963-04",NA,NA
"Denmark","1963-05",NA,NA
"Denmark","1963-06",NA,NA
"Denmark","1963-07",NA,NA
"Denmark","1963-08",NA,NA
"Denmark","1963-09",NA,NA
"Denmark","1963-10",NA,NA
"Denmark","1963-11",NA,NA
"Denmark","1963-12",NA,NA
"Denmark","1964-01",NA,NA
"Denmark","1964-02",NA,NA
"Denmark","1964-03",NA,NA
"Denmark","1964-04",NA,NA
"Denmark","1964-05",NA,NA
"Denmark","1964-06",NA,NA
"Denmark","1964-07",NA,NA
"Denmark","1964-08",NA,NA
"Denmark","1964-09",NA,NA
"Denmark","1964-10",NA,NA
"Denmark","1964-11",NA,NA
"Denmark","1964-12",NA,NA
"Denmark","1965-01",NA,NA
"Denmark","1965-02",NA,NA
"Denmark","1965-03",NA,NA
"Denmark","1965-04",NA,NA
"Denmark","1965-05",NA,NA
"Denmark","1965-06",NA,NA
"Denmark","1965-07",NA,NA
"Denmark","1965-08",NA,NA
"Denmark","1965-09",NA,NA
"Denmark","1965-10",NA,NA
"Denmark","1965-11",NA,NA
"Denmark","1965-12",NA,NA
"Denmark","1966-01",NA,NA
"Denmark","1966-02",NA,NA
"Denmark","1966-03",NA,NA
"Denmark","1966-04",NA,NA
"Denmark","1966-05",NA,NA
"Denmark","1966-06",NA,NA
"Denmark","1966-07",NA,NA
"Denmark","1966-08",NA,NA
"Denmark","1966-09",NA,NA
"Denmark","1966-10",NA,NA
"Denmark","1966-11",NA,NA
"Denmark","1966-12",NA,NA
"Denmark","1967-01",NA,NA
"Denmark","1967-02",NA,NA
"Denmark","1967-03",NA,NA
"Denmark","1967-04",NA,NA
"Denmark","1967-05",NA,NA
"Denmark","1967-06",NA,NA
"Denmark","1967-07",NA,NA
"Denmark","1967-08",NA,NA
"Denmark","1967-09",NA,NA
"Denmark","1967-10",NA,NA
"Denmark","1967-11",NA,NA
"Denmark","1967-12",NA,NA
"Denmark","1968-01",NA,NA
"Denmark","1968-02",NA,NA
"Denmark","1968-03",NA,NA
"Denmark","1968-04",NA,NA
"Denmark","1968-05",NA,NA
"Denmark","1968-06",NA,NA
"Denmark","1968-07",NA,NA
"Denmark","1968-08",NA,NA
"Denmark","1968-09",NA,NA
"Denmark","1968-10",NA,NA
"Denmark","1968-11",NA,NA
"Denmark","1968-12",NA,NA
"Denmark","1969-01",NA,NA
"Denmark","1969-02",NA,NA
"Denmark","1969-03",NA,NA
"Denmark","1969-04",NA,NA
"Denmark","1969-05",NA,NA
"Denmark","1969-06",NA,NA
"Denmark","1969-07",NA,NA
"Denmark","1969-08",NA,NA
"Denmark","1969-09",NA,NA
"Denmark","1969-10",NA,NA
"Denmark","1969-11",NA,NA
"Denmark","1969-12",NA,NA
"Denmark","1970-01",NA,NA
"Denmark","1970-02",NA,NA
"Denmark","1970-03",NA,NA
"Denmark","1970-04",NA,NA
"Denmark","1970-05",NA,NA
"Denmark","1970-06",NA,NA
"Denmark","1970-07",NA,NA
"Denmark","1970-08",NA,NA
"Denmark","1970-09",NA,NA
"Denmark","1970-10",NA,NA
"Denmark","1970-11",NA,NA
"Denmark","1970-12",NA,NA
"Denmark","1971-01",NA,NA
"Denmark","1971-02",NA,NA
"Denmark","1971-03",NA,NA
"Denmark","1971-04",NA,NA
"Denmark","1971-05",NA,NA
"Denmark","1971-06",NA,NA
"Denmark","1971-07",NA,NA
"Denmark","1971-08",NA,NA
"Denmark","1971-09",NA,NA
"Denmark","1971-10",NA,NA
"Denmark","1971-11",NA,NA
"Denmark","1971-12",NA,NA
"Denmark","1972-01",NA,NA
"Denmark","1972-02",NA,NA
"Denmark","1972-03",NA,NA
"Denmark","1972-04",NA,NA
"Denmark","1972-05",NA,NA
"Denmark","1972-06",NA,NA
"Denmark","1972-07",NA,NA
"Denmark","1972-08",NA,NA
"Denmark","1972-09",NA,NA
"Denmark","1972-10",NA,NA
"Denmark","1972-11",NA,NA
"Denmark","1972-12",NA,NA
"Denmark","1973-01",NA,NA
"Denmark","1973-02",NA,NA
"Denmark","1973-03",NA,NA
"Denmark","1973-04",NA,NA
"Denmark","1973-05",NA,NA
"Denmark","1973-06",NA,NA
"Denmark","1973-07",NA,NA
"Denmark","1973-08",NA,NA
"Denmark","1973-09",NA,NA
"Denmark","1973-10",NA,NA
"Denmark","1973-11",NA,NA
"Denmark","1973-12",NA,NA
"Denmark","1974-01",NA,NA
"Denmark","1974-02",NA,NA
"Denmark","1974-03",NA,NA
"Denmark","1974-04",NA,NA
"Denmark","1974-05",NA,NA
"Denmark","1974-06",NA,NA
"Denmark","1974-07",NA,NA
"Denmark","1974-08",NA,NA
"Denmark","1974-09",NA,NA
"Denmark","1974-10",NA,NA
"Denmark","1974-11",NA,NA
"Denmark","1974-12",NA,NA
"Denmark","1975-01",NA,NA
"Denmark","1975-02",NA,NA
"Denmark","1975-03",NA,NA
"Denmark","1975-04",NA,NA
"Denmark","1975-05",NA,NA
"Denmark","1975-06",NA,NA
"Denmark","1975-07",NA,NA
"Denmark","1975-08",NA,NA
"Denmark","1975-09",NA,NA
"Denmark","1975-10",NA,NA
"Denmark","1975-11",NA,NA
"Denmark","1975-12",NA,NA
"Denmark","1976-01",NA,NA
"Denmark","1976-02",NA,NA
"Denmark","1976-03",NA,NA
"Denmark","1976-04",NA,NA
"Denmark","1976-05",NA,NA
"Denmark","1976-06",NA,NA
"Denmark","1976-07",NA,NA
"Denmark","1976-08",NA,NA
"Denmark","1976-09",NA,NA
"Denmark","1976-10",NA,NA
"Denmark","1976-11",NA,NA
"Denmark","1976-12",NA,NA
"Denmark","1977-01",NA,NA
"Denmark","1977-02",NA,NA
"Denmark","1977-03",NA,NA
"Denmark","1977-04",NA,NA
"Denmark","1977-05",NA,NA
"Denmark","1977-06",NA,NA
"Denmark","1977-07",NA,NA
"Denmark","1977-08",NA,NA
"Denmark","1977-09",NA,NA
"Denmark","1977-10",NA,NA
"Denmark","1977-11",NA,NA
"Denmark","1977-12",NA,NA
"Denmark","1978-01",NA,NA
"Denmark","1978-02",NA,NA
"Denmark","1978-03",NA,NA
"Denmark","1978-04",NA,NA
"Denmark","1978-05",NA,NA
"Denmark","1978-06",NA,NA
"Denmark","1978-07",NA,NA
"Denmark","1978-08",NA,NA
"Denmark","1978-09",NA,NA
"Denmark","1978-10",NA,NA
"Denmark","1978-11",NA,NA
"Denmark","1978-12",NA,NA
"Denmark","1979-01",NA,NA
"Denmark","1979-02",NA,NA
"Denmark","1979-03",NA,NA
"Denmark","1979-04",NA,NA
"Denmark","1979-05",NA,NA
"Denmark","1979-06",NA,NA
"Denmark","1979-07",NA,NA
"Denmark","1979-08",NA,NA
"Denmark","1979-09",NA,NA
"Denmark","1979-10",NA,NA
"Denmark","1979-11",NA,NA
"Denmark","1979-12",NA,NA
"Denmark","1980-01",NA,NA
"Denmark","1980-02",NA,NA
"Denmark","1980-03",NA,NA
"Denmark","1980-04",NA,NA
"Denmark","1980-05",NA,NA
"Denmark","1980-06",NA,NA
"Denmark","1980-07",NA,NA
"Denmark","1980-08",NA,NA
"Denmark","1980-09",NA,NA
"Denmark","1980-10",NA,NA
"Denmark","1980-11",NA,NA
"Denmark","1980-12",NA,NA
"Denmark","1981-01",NA,NA
"Denmark","1981-02",NA,NA
"Denmark","1981-03",NA,NA
"Denmark","1981-04",NA,NA
"Denmark","1981-05",NA,NA
"Denmark","1981-06",NA,NA
"Denmark","1981-07",NA,NA
"Denmark","1981-08",NA,NA
"Denmark","1981-09",NA,NA
"Denmark","1981-10",NA,NA
"Denmark","1981-11",NA,NA
"Denmark","1981-12",NA,NA
"Denmark","1982-01",NA,NA
"Denmark","1982-02",NA,NA
"Denmark","1982-03",NA,NA
"Denmark","1982-04",NA,NA
"Denmark","1982-05",NA,NA
"Denmark","1982-06",NA,NA
"Denmark","1982-07",NA,NA
"Denmark","1982-08",NA,NA
"Denmark","1982-09",NA,NA
"Denmark","1982-10",NA,NA
"Denmark","1982-11",NA,NA
"Denmark","1982-12",NA,NA
"Denmark","1983-01",NA,NA
"Denmark","1983-02",NA,NA
"Denmark","1983-03",NA,NA
"Denmark","1983-04",NA,NA
"Denmark","1983-05",NA,NA
"Denmark","1983-06",NA,NA
"Denmark","1983-07",NA,NA
"Denmark","1983-08",NA,NA
"Denmark","1983-09",NA,NA
"Denmark","1983-10",NA,NA
"Denmark","1983-11",NA,NA
"Denmark","1983-12",NA,NA
"Denmark","1984-01",NA,NA
"Denmark","1984-02",NA,NA
"Denmark","1984-03",NA,NA
"Denmark","1984-04",NA,NA
"Denmark","1984-05",NA,NA
"Denmark","1984-06",NA,NA
"Denmark","1984-07",NA,NA
"Denmark","1984-08",NA,NA
"Denmark","1984-09",NA,NA
"Denmark","1984-10",NA,NA
"Denmark","1984-11",NA,NA
"Denmark","1984-12",NA,NA
"Denmark","1985-01",NA,NA
"Denmark","1985-02",NA,NA
"Denmark","1985-03",NA,NA
"Denmark","1985-04",NA,NA
"Denmark","1985-05",NA,NA
"Denmark","1985-06",NA,NA
"Denmark","1985-07",NA,NA
"Denmark","1985-08",NA,NA
"Denmark","1985-09",NA,NA
"Denmark","1985-10",NA,NA
"Denmark","1985-11",NA,NA
"Denmark","1985-12",NA,NA
"Denmark","1986-01",NA,NA
"Denmark","1986-02",NA,NA
"Denmark","1986-03",NA,NA
"Denmark","1986-04",NA,NA
"Denmark","1986-05",NA,NA
"Denmark","1986-06",NA,NA
"Denmark","1986-07",NA,NA
"Denmark","1986-08",NA,NA
"Denmark","1986-09",NA,NA
"Denmark","1986-10",NA,NA
"Denmark","1986-11",NA,NA
"Denmark","1986-12",NA,NA
"Denmark","1987-01",NA,NA
"Denmark","1987-02",NA,NA
"Denmark","1987-03",NA,NA
"Denmark","1987-04",NA,NA
"Denmark","1987-05",NA,NA
"Denmark","1987-06",NA,NA
"Denmark","1987-07",NA,NA
"Denmark","1987-08",NA,NA
"Denmark","1987-09",NA,NA
"Denmark","1987-10",NA,NA
"Denmark","1987-11",NA,NA
"Denmark","1987-12",NA,NA
"Denmark","1988-01",NA,NA
"Denmark","1988-02",NA,NA
"Denmark","1988-03",NA,NA
"Denmark","1988-04",NA,NA
"Denmark","1988-05",NA,NA
"Denmark","1988-06",NA,NA
"Denmark","1988-07",NA,NA
"Denmark","1988-08",NA,NA
"Denmark","1988-09",NA,NA
"Denmark","1988-10",NA,NA
"Denmark","1988-11",NA,NA
"Denmark","1988-12",NA,NA
"Denmark","1989-01",NA,NA
"Denmark","1989-02",NA,NA
"Denmark","1989-03",NA,NA
"Denmark","1989-04",NA,NA
"Denmark","1989-05",NA,NA
"Denmark","1989-06",NA,NA
"Denmark","1989-07",NA,NA
"Denmark","1989-08",NA,NA
"Denmark","1989-09",NA,NA
"Denmark","1989-10",NA,NA
"Denmark","1989-11",NA,NA
"Denmark","1989-12",NA,NA
"Denmark","1990-01",NA,NA
"Denmark","1990-02",NA,NA
"Denmark","1990-03",NA,NA
"Denmark","1990-04",NA,NA
"Denmark","1990-05",NA,NA
"Denmark","1990-06",NA,NA
"Denmark","1990-07",NA,NA
"Denmark","1990-08",NA,NA
"Denmark","1990-09",NA,NA
"Denmark","1990-10",NA,NA
"Denmark","1990-11",NA,NA
"Denmark","1990-12",NA,NA
"Denmark","1991-01",NA,NA
"Denmark","1991-02",NA,NA
"Denmark","1991-03",NA,NA
"Denmark","1991-04",NA,NA
"Denmark","1991-05",NA,NA
"Denmark","1991-06",NA,NA
"Denmark","1991-07",NA,NA
"Denmark","1991-08",NA,NA
"Denmark","1991-09",NA,NA
"Denmark","1991-10",NA,NA
"Denmark","1991-11",NA,NA
"Denmark","1991-12",NA,NA
"Denmark","1992-01",NA,NA
"Denmark","1992-02",NA,NA
"Denmark","1992-03",NA,NA
"Denmark","1992-04",NA,NA
"Denmark","1992-05",NA,NA
"Denmark","1992-06",NA,NA
"Denmark","1992-07",NA,NA
"Denmark","1992-08",NA,NA
"Denmark","1992-09",NA,NA
"Denmark","1992-10",NA,NA
"Denmark","1992-11",NA,NA
"Denmark","1992-12",NA,NA
"Denmark","1993-01",NA,NA
"Denmark","1993-02",NA,NA
"Denmark","1993-03",NA,NA
"Denmark","1993-04",NA,NA
"Denmark","1993-05",NA,NA
"Denmark","1993-06",NA,NA
"Denmark","1993-07",NA,NA
"Denmark","1993-08",NA,NA
"Denmark","1993-09",NA,NA
"Denmark","1993-10",NA,NA
"Denmark","1993-11",NA,NA
"Denmark","1993-12",NA,NA
"Denmark","1994-01",NA,NA
"Denmark","1994-02",NA,NA
"Denmark","1994-03",NA,NA
"Denmark","1994-04",NA,NA
"Denmark","1994-05",NA,NA
"Denmark","1994-06",NA,NA
"Denmark","1994-07",NA,NA
"Denmark","1994-08",NA,NA
"Denmark","1994-09",NA,NA
"Denmark","1994-10",NA,NA
"Denmark","1994-11",NA,NA
"Denmark","1994-12",NA,NA
"Denmark","1995-01",NA,NA
"Denmark","1995-02",NA,NA
"Denmark","1995-03",NA,NA
"Denmark","1995-04",NA,NA
"Denmark","1995-05",NA,NA
"Denmark","1995-06",NA,NA
"Denmark","1995-07",NA,NA
"Denmark","1995-08",NA,NA
"Denmark","1995-09",NA,NA
"Denmark","1995-10",NA,NA
"Denmark","1995-11",NA,NA
"Denmark","1995-12",NA,NA
"Denmark","1996-01",NA,NA
"Denmark","1996-02",NA,NA
"Denmark","1996-03",NA,NA
"Denmark","1996-04",NA,NA
"Denmark","1996-05",NA,NA
"Denmark","1996-06",NA,NA
"Denmark","1996-07",NA,NA
"Denmark","1996-08",NA,NA
"Denmark","1996-09",NA,NA
"Denmark","1996-10",NA,NA
"Denmark","1996-11",NA,NA
"Denmark","1996-12",NA,NA
"Denmark","1997-01",NA,NA
"Denmark","1997-02",NA,NA
"Denmark","1997-03",NA,NA
"Denmark","1997-04",NA,NA
"Denmark","1997-05",NA,NA
"Denmark","1997-06",NA,NA
"Denmark","1997-07",NA,NA
"Denmark","1997-08",NA,NA
"Denmark","1997-09",NA,NA
"Denmark","1997-10",NA,NA
"Denmark","1997-11",NA,NA
"Denmark","1997-12",NA,NA
"Denmark","1998-01",NA,NA
"Denmark","1998-02",NA,NA
"Denmark","1998-03",NA,NA
"Denmark","1998-04",NA,NA
"Denmark","1998-05",NA,NA
"Denmark","1998-06",NA,NA
"Denmark","1998-07",NA,NA
"Denmark","1998-08",NA,NA
"Denmark","1998-09",NA,NA
"Denmark","1998-10",NA,NA
"Denmark","1998-11",NA,NA
"Denmark","1998-12",NA,NA
"Denmark","1999-01",NA,NA
"Denmark","1999-02",NA,NA
"Denmark","1999-03",NA,NA
"Denmark","1999-04",NA,NA
"Denmark","1999-05",NA,NA
"Denmark","1999-06",NA,NA
"Denmark","1999-07",NA,NA
"Denmark","1999-08",NA,NA
"Denmark","1999-09",NA,NA
"Denmark","1999-10",NA,NA
"Denmark","1999-11",NA,NA
"Denmark","1999-12",NA,NA
"Denmark","2000-01",107,NA
"Denmark","2000-02",107,NA
"Denmark","2000-03",108.6,NA
"Denmark","2000-04",108.6,NA
"Denmark","2000-05",112.8,NA
"Denmark","2000-06",110.3,NA
"Denmark","2000-07",107.4,NA
"Denmark","2000-08",111.8,NA
"Denmark","2000-09",108.2,NA
"Denmark","2000-10",110.9,NA
"Denmark","2000-11",110.2,NA
"Denmark","2000-12",115.2,NA
"Denmark","2001-01",110.4,3.17757009345796
"Denmark","2001-02",115,7.47663551401869
"Denmark","2001-03",114.3,5.24861878453038
"Denmark","2001-04",113.6,4.60405156537753
"Denmark","2001-05",108.3,-3.98936170212766
